Name,Category,Rating,Reviews,Location_Area,Has_Website
Infinity Fitness Unisex Gym,Gym,4.8,78,"Chennai, Greater Chennai",0
Max gym,Gym,4.9,66,"Chennai, Greater Chennai",0
Aakar Gym Health & Fitness Studio,Gym,4.6,77,"Chennai, Greater Chennai",1
HI-FI FITNESS,Fitness Center,4.8,85,"Chennai, Greater Chennai",0
Body Focus Gym,Gym,4.8,110,"Chennai, Greater Chennai",0
Anantha Gym & Health Centre,Gym,4.3,131,"Chennai, Greater Chennai",0
Abinaya Gym & Health Centre,Gym,3.0,14,"Chennai, Greater Chennai",0
RIO Fitness,Gym,4.9,287,"Chennai, Greater Chennai",0
THE RAW GYMSPORTS CLUB,Gym,3.9,51,"Chennai, Greater Chennai",0
Universal fitness Studio Gym Manady,Gym,4.4,27,"Chennai, Greater Chennai",0
Chennai Fitness Centre & Gym,Gym,4.1,83,"Chennai, Greater Chennai",0
Ajmal Gym Equipments,Gym,4.5,26,"Chennai, Greater Chennai",0
SLAM Lifestyle and Fitness Studio - Chetpet,Gym,4.7,655,"Chennai, Greater Chennai",1
Olympia Fitness Centre,Gym,4.7,97,"Chennai, Greater Chennai",0
C3 Fitness Science Elite,Fitness Center,4.6,530,"Chennai, Greater Chennai",0
ELEVE STUDIO,Fitness Center,4.7,90,"Chennai, Greater Chennai",0
Versatile Fitness,Gym,4.8,302,"Chennai, Greater Chennai",0
The Waffle Land,Cafe,4.8,243,"Chennai, Greater Chennai",0
Royal Coffee,Bakery,4.5,17,"Chennai, Greater Chennai",0
Chennai Woodlands,South Indian Restaurant,3.9,1440,"Chennai, Greater Chennai",0
Cosmo Cafeteria,Cafe,3.9,32,"Chennai, Greater Chennai",0
Mr Mike Health and Fitness Centre,Gym,4.7,87,"Chennai, Greater Chennai",0
Blitz Combat and Fitness Academy,Martial Arts School,5.0,34,"Chennai, Greater Chennai",0
Ninan's Restaurant,North Indian Restaurant,3.9,467,"Chennai, Greater Chennai",0
murugan idli shop,South Indian Restaurant,4.0,3573,"Chennai, Greater Chennai",1
S.N Snacks,Cafe,4.8,27,"Chennai, Greater Chennai",1
Hot Chips Veg Restaurant,South Indian Restaurant,3.7,2757,"Chennai, Greater Chennai",1
Seena Bhai chat,Cafe,4.2,24,"Chennai, Greater Chennai",0
Hotel Prayag,North Indian Restaurant,3.9,503,"Chennai, Greater Chennai",0
Sree Agarwal Bhojanaalay,North Indian Restaurant,4.3,2538,"Chennai, Greater Chennai",0
Anali Coffee Shop,Restaurant,3.0,1,"Chennai, Greater Chennai",0
Prasad Vegetarian Restaurant,South Indian Restaurant,4.2,1545,"Chennai, Greater Chennai",1
The National Lodge,Andhra Restaurant,4.0,3137,"Chennai, Greater Chennai",0
Shyam's Bombay Halwa house sowcarpet,North Indian Restaurant,4.3,849,"Chennai, Greater Chennai",0
Sangeetha Vegetarian Restaurant,South Indian Restaurant,4.2,3530,"Chennai, Greater Chennai",1
Alreef The Family Restaurant,Middle Eastern Restaurant,3.9,1709,"Chennai, Greater Chennai",0
New PRAKASH Bhavan,South Indian Restaurant,4.0,2704,"Chennai, Greater Chennai",0
Dindigul Thalappakatti,Biryani Restaurant,4.3,7916,"Chennai, Greater Chennai",1
National Durbar Restaurant,Restaurant,3.9,6077,"Chennai, Greater Chennai",0
Anjappar Chettinad Restaurant,South Indian Restaurant,3.8,2381,"Chennai, Greater Chennai",1
